,bow,bat,bat_order,b.num,inning,tm_bat,tm_bow,city,date,competition,mtype,tr,wkt,over,fpp,fmid,fdth,inn.num,m.num,m.tbov,tm,tm_abbr,name,fname,battype,bowltype,bowlarm,bowlcat,bowlcat.l2,lpos
154,J Little,MM Ali,3,3.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,4,1,0,0,1.0,1,114.0,,,,,,,,,,
155,HH Pandya,RD Gaikwad,2,14.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,15,0,1,0,1.0,1,125.0,,,,,,,,,,
156,J Little,MM Ali,3,3.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,4,1,0,0,1.0,1,114.0,,,,,,,,,,
157,Rashid Khan,RD Gaikwad,2,9.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,10,0,1,0,1.0,1,120.0,,,,,,,,,,
158,AS Joseph,RD Gaikwad,2,8.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,9,0,1,0,1.0,1,119.0,,,,,,,,,,
159,Mohammed Shami,DP Conway,1,0.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,1.0,1,111.0,,,,,,,,,,
160,Mohammed Shami,DP Conway,1,0.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,1.0,1,111.0,,,,,,,,,,
161,Mohammed Shami,DP Conway,1,0.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,1.0,1,111.0,,,,,,,,,,
162,HH Pandya,DP Conway,1,1.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,2,1,0,0,1.0,1,112.0,,,,,,,,,,
163,Mohammed Shami,DP Conway,1,2.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,1,3,1,0,0,1.0,1,113.0,,,,,,,,,,
164,DL Chahar,WP Saha,1,0.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,2.0,1,121.0,,,,,,,,,,
165,Mohammed Shami,RD Gaikwad,2,0.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,1,1,0,0,1.0,1,111.0,,,,,,,,,,
166,HH Pandya,RD Gaikwad,2,1.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,2,1,0,0,1.0,1,112.0,,,,,,,,,,
167,HH Pandya,RD Gaikwad,2,1.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,2,1,0,0,1.0,1,112.0,,,,,,,,,,
168,HH Pandya,RD Gaikwad,2,1.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,2,1,0,0,1.0,1,112.0,,,,,,,,,,
169,HH Pandya,RD Gaikwad,2,1.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,2,1,0,0,1.0,1,112.0,,,,,,,,,,
170,HH Pandya,RD Gaikwad,2,1.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,2,1,0,0,1.0,1,112.0,,,,,,,,,,
171,Mohammed Shami,RD Gaikwad,2,2.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,3,1,0,0,1.0,1,113.0,,,,,,,,,,
172,AS Joseph,RD Gaikwad,2,8.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,9,0,1,0,1.0,1,119.0,,,,,,,,,,
173,J Little,RD Gaikwad,2,3.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,4,1,0,0,1.0,1,114.0,,,,,,,,,,
174,J Little,RD Gaikwad,2,3.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,4,1,0,0,1.0,1,114.0,,,,,,,,,,
175,Mohammed Shami,RD Gaikwad,2,4.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,5,1,0,0,1.0,1,115.0,,,,,,,,,,
176,Mohammed Shami,RD Gaikwad,2,4.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,5,1,0,0,1.0,1,115.0,,,,,,,,,,
177,HH Pandya,RD Gaikwad,2,6.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,7,0,1,0,1.0,1,117.0,,,,,,,,,,
178,HH Pandya,RD Gaikwad,2,6.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,7,0,1,0,1.0,1,117.0,,,,,,,,,,
179,HH Pandya,RD Gaikwad,2,6.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,7,0,1,0,1.0,1,117.0,,,,,,,,,,
180,HH Pandya,RD Gaikwad,2,6.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,7,0,1,0,1.0,1,117.0,,,,,,,,,,
181,Rashid Khan,RD Gaikwad,2,7.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,8,0,1,0,1.0,1,118.0,,,,,,,,,,
182,Rashid Khan,RD Gaikwad,2,7.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,8,0,1,0,1.0,1,118.0,,,,,,,,,,
183,AS Joseph,RD Gaikwad,2,8.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,9,0,1,0,1.0,1,119.0,,,,,,,,,,
184,AS Joseph,RD Gaikwad,2,8.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,9,0,1,0,1.0,1,119.0,,,,,,,,,,
185,AS Joseph,RD Gaikwad,2,8.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,9,0,1,0,1.0,1,119.0,,,,,,,,,,
186,AS Joseph,RD Gaikwad,2,8.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,9,0,1,0,1.0,1,119.0,,,,,,,,,,
187,J Little,RD Gaikwad,2,3.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,4,1,0,0,1.0,1,114.0,,,,,,,,,,
188,J Little,MM Ali,3,3.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,4,1,0,0,1.0,1,114.0,,,,,,,,,,
189,Mohammed Shami,RD Gaikwad,2,0.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,1.0,1,111.0,,,,,,,,,,
190,Mohammed Shami,MM Ali,3,4.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,5,1,0,0,1.0,1,115.0,,,,,,,,,,
191,HH Pandya,S Dube,6,14.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,15,0,1,0,1.0,1,125.0,,,,,,,,,,
192,HH Pandya,S Dube,6,14.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,15,0,1,0,1.0,1,125.0,,,,,,,,,,
193,HH Pandya,S Dube,6,14.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,15,0,1,0,1.0,1,125.0,,,,,,,,,,
194,AS Joseph,S Dube,6,15.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,16,0,1,0,1.0,1,126.0,,,,,,,,,,
195,AS Joseph,S Dube,6,15.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,16,0,1,0,1.0,1,126.0,,,,,,,,,,
196,AS Joseph,S Dube,6,15.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,2,0,16,0,1,0,1.0,1,126.0,,,,,,,,,,
197,AS Joseph,S Dube,6,15.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,2,0,16,0,1,0,1.0,1,126.0,,,,,,,,,,
198,Rashid Khan,S Dube,6,16.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,17,0,0,1,1.0,1,127.0,,,,,,,,,,
199,AS Joseph,S Dube,6,17.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,18,0,0,1,1.0,1,128.0,,,,,,,,,,
200,AS Joseph,S Dube,6,17.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,18,0,0,1,1.0,1,128.0,,,,,,,,,,
201,Mohammed Shami,S Dube,6,18.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,2,0,19,0,0,1,1.0,1,129.0,,,,,,,,,,
202,Mohammed Shami,S Dube,6,18.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,19,0,0,1,1.0,1,129.0,,,,,,,,,,
203,Mohammed Shami,S Dube,6,18.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,1,19,0,0,1,1.0,1,129.0,,,,,,,,,,
204,AS Joseph,S Dube,6,13.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,14,0,1,0,1.0,1,124.0,,,,,,,,,,
205,AS Joseph,RA Jadeja,7,17.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,18,0,0,1,1.0,1,128.0,,,,,,,,,,
206,AS Joseph,MS Dhoni,8,17.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,18,0,0,1,1.0,1,128.0,,,,,,,,,,
207,Mohammed Shami,MS Dhoni,8,18.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,19,0,0,1,1.0,1,129.0,,,,,,,,,,
208,J Little,MS Dhoni,8,19.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,20,0,0,1,1.0,1,130.0,,,,,,,,,,
209,J Little,MS Dhoni,8,19.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,20,0,0,1,1.0,1,130.0,,,,,,,,,,
210,J Little,MS Dhoni,8,19.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,20,0,0,1,1.0,1,130.0,,,,,,,,,,
211,J Little,MS Dhoni,8,19.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,20,0,0,1,1.0,1,130.0,,,,,,,,,,
212,J Little,MS Dhoni,8,19.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,20,0,0,1,1.0,1,130.0,,,,,,,,,,
213,Mohammed Shami,MJ Santner,9,18.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,19,0,0,1,1.0,1,129.0,,,,,,,,,,
214,Mohammed Shami,MJ Santner,9,18.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,19,0,0,1,1.0,1,129.0,,,,,,,,,,
215,J Little,MJ Santner,9,19.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,20,0,0,1,1.0,1,130.0,,,,,,,,,,
216,,DL Chahar,11,0.0,,CSK,,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,,1,,,,,,,,,,,
217,,RS Hangargekar,12,0.0,,CSK,,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,,1,,,,,,,,,,,
218,Mohammed Shami,MM Ali,3,4.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,5,1,0,0,1.0,1,115.0,,,,,,,,,,
219,AS Joseph,RA Jadeja,7,17.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,1,18,0,0,1,1.0,1,128.0,,,,,,,,,,
220,AS Joseph,S Dube,6,13.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,14,0,1,0,1.0,1,124.0,,,,,,,,,,
221,,TU Deshpande,10,0.0,,CSK,,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,,1,,,,,,,,,,,
222,AS Joseph,S Dube,6,13.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,14,0,1,0,1.0,1,124.0,,,,,,,,,,
223,AS Joseph,S Dube,6,13.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,14,0,1,0,1.0,1,124.0,,,,,,,,,,
224,Mohammed Shami,MM Ali,3,4.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,5,1,0,0,1.0,1,115.0,,,,,,,,,,
225,Rashid Khan,MM Ali,3,5.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,6,1,0,0,1.0,1,116.0,,,,,,,,,,
226,Rashid Khan,MM Ali,3,5.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,6,1,0,0,1.0,1,116.0,,,,,,,,,,
227,Rashid Khan,MM Ali,3,5.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,6,1,0,0,1.0,1,116.0,,,,,,,,,,
228,Rashid Khan,MM Ali,3,5.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,6,1,0,0,1.0,1,116.0,,,,,,,,,,
229,Rashid Khan,MM Ali,3,5.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,1,6,1,0,0,1.0,1,116.0,,,,,,,,,,
230,Rashid Khan,BA Stokes,4,5.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,6,1,0,0,1.0,1,116.0,,,,,,,,,,
231,HH Pandya,BA Stokes,4,6.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,7,0,1,0,1.0,1,117.0,,,,,,,,,,
232,HH Pandya,BA Stokes,4,6.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,7,0,1,0,1.0,1,117.0,,,,,,,,,,
233,Rashid Khan,BA Stokes,4,7.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,8,0,1,0,1.0,1,118.0,,,,,,,,,,
234,Rashid Khan,BA Stokes,4,7.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,8,0,1,0,1.0,1,118.0,,,,,,,,,,
235,Rashid Khan,BA Stokes,4,7.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,1,8,0,1,0,1.0,1,118.0,,,,,,,,,,
236,Mohammed Shami,MM Ali,3,4.7,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,5,1,0,0,1.0,1,115.0,,,,,,,,,,
237,Rashid Khan,AT Rayudu,5,9.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,10,0,1,0,1.0,1,120.0,,,,,,,,,,
238,J Little,S Dube,6,12.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,13,0,1,0,1.0,1,123.0,,,,,,,,,,
239,Rashid Khan,AT Rayudu,5,7.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,8,0,1,0,1.0,1,118.0,,,,,,,,,,
240,J Little,AT Rayudu,5,12.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,1,13,0,1,0,1.0,1,123.0,,,,,,,,,,
241,J Little,AT Rayudu,5,12.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,13,0,1,0,1.0,1,123.0,,,,,,,,,,
242,Yash Dayal,AT Rayudu,5,11.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,12,0,1,0,1.0,1,122.0,,,,,,,,,,
243,Yash Dayal,AT Rayudu,5,11.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,12,0,1,0,1.0,1,122.0,,,,,,,,,,
244,Mohammed Shami,MM Ali,3,4.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,5,1,0,0,1.0,1,115.0,,,,,,,,,,
245,J Little,AT Rayudu,5,10.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,11,0,1,0,1.0,1,121.0,,,,,,,,,,
246,Rashid Khan,AT Rayudu,5,9.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,10,0,1,0,1.0,1,120.0,,,,,,,,,,
247,J Little,AT Rayudu,5,10.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,11,0,1,0,1.0,1,121.0,,,,,,,,,,
248,J Little,AT Rayudu,5,10.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,11,0,1,0,1.0,1,121.0,,,,,,,,,,
249,Rashid Khan,AT Rayudu,5,9.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,10,0,1,0,1.0,1,120.0,,,,,,,,,,
250,J Little,AT Rayudu,5,10.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,11,0,1,0,1.0,1,121.0,,,,,,,,,,
251,CV Varun,PBB Rajapaksa,3,5.5,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,6,1,0,0,1.0,2,216.0,,,,,,,,,,
252,CV Varun,PBB Rajapaksa,3,5.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,6,1,0,0,1.0,2,216.0,,,,,,,,,,
253,SP Narine,PBB Rajapaksa,3,4.6,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,6,0,5,1,0,0,1.0,2,215.0,,,,,,,,,,
254,SP Narine,PBB Rajapaksa,3,4.5,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,5,1,0,0,1.0,2,215.0,,,,,,,,,,
255,SP Narine,PBB Rajapaksa,3,4.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,5,1,0,0,1.0,2,215.0,,,,,,,,,,
256,SP Narine,PBB Rajapaksa,3,4.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,5,1,0,0,1.0,2,215.0,,,,,,,,,,
257,SP Narine,PBB Rajapaksa,3,4.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,5,1,0,0,1.0,2,215.0,,,,,,,,,,
258,TG Southee,PBB Rajapaksa,3,3.5,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,4,1,0,0,1.0,2,214.0,,,,,,,,,,
259,TG Southee,PBB Rajapaksa,3,3.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,2,0,4,1,0,0,1.0,2,214.0,,,,,,,,,,
260,UT Yadav,PBB Rajapaksa,3,2.6,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,3,1,0,0,1.0,2,213.0,,,,,,,,,,
261,SP Narine,PBB Rajapaksa,3,4.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,5,1,0,0,1.0,2,215.0,,,,,,,,,,
262,SN Thakur,PBB Rajapaksa,3,6.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,2,0,7,0,1,0,1.0,2,217.0,,,,,,,,,,
263,SN Thakur,PBB Rajapaksa,3,6.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,7,0,1,0,1.0,2,217.0,,,,,,,,,,
264,SN Thakur,PBB Rajapaksa,3,6.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,6,0,7,0,1,0,1.0,2,217.0,,,,,,,,,,
265,SN Thakur,PBB Rajapaksa,3,6.5,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,7,0,1,0,1.0,2,217.0,,,,,,,,,,
266,SN Thakur,PBB Rajapaksa,3,6.6,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,7,0,1,0,1.0,2,217.0,,,,,,,,,,
267,SP Narine,PBB Rajapaksa,3,7.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,2,0,8,0,1,0,1.0,2,218.0,,,,,,,,,,
268,SP Narine,PBB Rajapaksa,3,7.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,8,0,1,0,1.0,2,218.0,,,,,,,,,,
269,SP Narine,PBB Rajapaksa,3,7.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,8,0,1,0,1.0,2,218.0,,,,,,,,,,
270,SP Narine,PBB Rajapaksa,3,7.6,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,2,0,8,0,1,0,1.0,2,218.0,,,,,,,,,,
271,SN Thakur,PBB Rajapaksa,3,8.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,9,0,1,0,1.0,2,219.0,,,,,,,,,,
272,SN Thakur,PBB Rajapaksa,3,8.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,9,0,1,0,1.0,2,219.0,,,,,,,,,,
273,UT Yadav,PBB Rajapaksa,3,2.5,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,3,1,0,0,1.0,2,213.0,,,,,,,,,,
274,SN Thakur,PBB Rajapaksa,3,8.7,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,9,0,1,0,1.0,2,219.0,,,,,,,,,,
275,CV Varun,PBB Rajapaksa,3,9.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,10,0,1,0,1.0,2,220.0,,,,,,,,,,
276,SN Thakur,PBB Rajapaksa,3,6.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,7,0,1,0,1.0,2,217.0,,,,,,,,,,
277,SP Narine,PBB Rajapaksa,3,7.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,8,0,1,0,1.0,2,218.0,,,,,,,,,,
278,CV Varun,S Dhawan,2,9.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,10,0,1,0,1.0,2,220.0,,,,,,,,,,
279,TG Southee,S Dhawan,2,13.6,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,2,0,14,0,1,0,1.0,2,224.0,,,,,,,,,,
280,UT Yadav,S Dhawan,2,2.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,3,1,0,0,1.0,2,213.0,,,,,,,,,,
281,CV Varun,PBB Rajapaksa,3,9.5,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,10,0,1,0,1.0,2,220.0,,,,,,,,,,
282,TG Southee,S Dhawan,2,3.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,4,1,0,0,1.0,2,214.0,,,,,,,,,,
283,TG Southee,S Dhawan,2,3.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,4,1,0,0,1.0,2,214.0,,,,,,,,,,
284,TG Southee,S Dhawan,2,3.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,4,1,0,0,1.0,2,214.0,,,,,,,,,,
285,TG Southee,S Dhawan,2,3.6,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,4,1,0,0,1.0,2,214.0,,,,,,,,,,
286,CV Varun,S Dhawan,2,5.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,6,1,0,0,1.0,2,216.0,,,,,,,,,,
287,CV Varun,S Dhawan,2,5.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,6,1,0,0,1.0,2,216.0,,,,,,,,,,
288,CV Varun,S Dhawan,2,5.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,6,1,0,0,1.0,2,216.0,,,,,,,,,,
289,CV Varun,S Dhawan,2,5.6,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,6,1,0,0,1.0,2,216.0,,,,,,,,,,
290,SP Narine,S Dhawan,2,7.5,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,8,0,1,0,1.0,2,218.0,,,,,,,,,,
291,SN Thakur,S Dhawan,2,8.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,9,0,1,0,1.0,2,219.0,,,,,,,,,,
292,SN Thakur,S Dhawan,2,8.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,9,0,1,0,1.0,2,219.0,,,,,,,,,,
293,SN Thakur,S Dhawan,2,8.5,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,9,0,1,0,1.0,2,219.0,,,,,,,,,,
294,SN Thakur,S Dhawan,2,8.6,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,9,0,1,0,1.0,2,219.0,,,,,,,,,,
295,CV Varun,S Dhawan,2,9.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,10,0,1,0,1.0,2,220.0,,,,,,,,,,
296,CV Varun,S Dhawan,2,9.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,10,0,1,0,1.0,2,220.0,,,,,,,,,,
297,CV Varun,S Dhawan,2,9.6,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,10,0,1,0,1.0,2,220.0,,,,,,,,,,
298,UT Yadav,S Dhawan,2,10.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,4,0,11,0,1,0,1.0,2,221.0,,,,,,,,,,
299,UT Yadav,S Dhawan,2,10.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,11,0,1,0,1.0,2,221.0,,,,,,,,,,
300,SP Narine,S Dhawan,2,11.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,12,0,1,0,1.0,2,222.0,,,,,,,,,,
301,SP Narine,S Dhawan,2,11.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,12,0,1,0,1.0,2,222.0,,,,,,,,,,
302,SP Narine,S Dhawan,2,11.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,12,0,1,0,1.0,2,222.0,,,,,,,,,,
303,UT Yadav,S Dhawan,2,12.1,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,13,0,1,0,1.0,2,223.0,,,,,,,,,,
304,UT Yadav,S Dhawan,2,12.4,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,13,0,1,0,1.0,2,223.0,,,,,,,,,,
305,CV Varun,S Dhawan,2,14.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,1,15,0,1,0,1.0,2,225.0,,,,,,,,,,
306,UT Yadav,PBB Rajapaksa,3,10.3,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,2,0,11,0,1,0,1.0,2,221.0,,,,,,,,,,
307,SN Thakur,SM Curran,6,15.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,2,0,16,0,1,0,1.0,2,226.0,,,,,,,,,,
308,UT Yadav,PBB Rajapaksa,3,10.5,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,0,0,11,0,1,0,1.0,2,221.0,,,,,,,,,,
309,CV Varun,SM Curran,6,16.2,1st innings,PBKS,KKR,Chandigarh,2023-04-01,IPL,T20,1,0,17,0,0,1,1.0,2,227.0,,,,,,,,,,
